AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
50,Good,0,0,37,0,1,0,50,0
64,Moderate,1,0,29,0,1,0,64,2
52,Moderate,0,0,31,0,2,0,52,2
87,Moderate,2,0,17,0,10,0,87,2
40,Good,1,0,32,0,3,0,40,0
37,Good,0,0,37,0,0,0,32,0
68,Moderate,1,0,14,0,13,0,68,2
51,Moderate,1,0,26,0,6,0,51,2
98,Moderate,1,0,24,0,0,0,98,2
57,Moderate,2,0,29,0,12,0,57,2
95,Moderate,3,0,3,0,7,0,95,2
40,Good,1,0,40,0,0,0,15,0
45,Good,1,0,45,0,1,0,42,0
128,Unhealthy for Sensitive Groups,3,0,128,3,5,0,91,2
44,Good,1,0,44,0,1,0,16,0
32,Good,1,0,1,0,0,0,32,0
30,Good,1,0,27,0,4,0,30,0
152,Unhealthy,0,0,42,0,0,0,152,3
110,Unhealthy for Sensitive Groups,1,0,39,0,0,0,110,4
146,Unhealthy for Sensitive Groups,5,0,69,1,8,0,146,4
34,Good,1,0,34,0,1,0,20,0
98,Moderate,1,0,28,0,2,0,98,2
87,Moderate,1,0,40,0,3,0,87,2
25,Good,1,0,25,0,1,0,22,0
59,Moderate,1,0,36,0,5,0,59,2
59,Moderate,1,0,19,0,6,0,59,2
59,Moderate,1,0,20,0,13,0,59,2
54,Moderate,2,0,40,0,0,0,54,2
44,Good,1,0,9,0,1,0,44,0
29,Good,0,0,19,0,0,0,29,0
50,Good,1,0,20,0,5,0,50,0
35,Good,0,0,35,0,0,0,32,0
64,Moderate,1,0,37,0,1,0,64,2
55,Moderate,1,0,26,0,6,0,55,2
58,Moderate,1,0,39,0,0,0,58,2
37,Good,1,0,11,0,1,0,37,0
51,Moderate,1,0,26,0,4,0,51,2
44,Good,1,0,29,0,4,0,44,0
54,Moderate,1,0,31,0,10,0,54,2
47,Good,1,0,18,0,4,0,47,0
35,Good,1,0,7,0,2,0,35,0
26,Good,0,0,13,0,2,0,26,0
77,Moderate,2,0,9,0,6,0,77,2
65,Moderate,1,0,23,0,1,0,65,2
56,Moderate,1,0,26,0,5,0,56,2
50,Good,1,0,13,0,2,0,50,0
80,Moderate,1,0,40,0,2,0,80,2
65,Moderate,1,0,40,0,1,0,65,2
34,Good,1,0,32,0,2,0,34,0
34,Good,1,0,16,0,3,0,34,0
37,Good,1,0,11,0,3,0,37,0
67,Moderate,2,0,10,0,7,0,67,2
24,Good,1,0,16,0,0,0,24,0
46,Good,1,0,24,0,4,0,46,0
198,Unhealthy,5,0,198,2,6,0,157,3
81,Moderate,4,0,40,0,5,0,81,2
57,Moderate,1,0,20,0,6,0,57,2
34,Good,0,0,34,0,1,0,32,0
30,Good,0,0,30,0,1,0,23,0
48,Good,1,0,48,0,0,0,39,0
99,Moderate,1,0,49,0,0,0,99,2
24,Good,1,0,8,0,0,0,24,0
55,Moderate,2,0,17,0,11,0,55,2
14,Good,0,0,14,0,0,0,10,0
70,Moderate,3,0,36,0,2,0,70,2
46,Good,1,0,46,0,1,0,30,0
44,Good,1,0,13,0,3,0,44,0
45,Good,1,0,45,0,2,0,31,0
54,Moderate,1,0,54,1,3,0,49,0
165,Unhealthy,1,0,36,0,0,0,165,3
35,Good,1,0,35,0,3,0,34,0
39,Good,0,0,33,0,1,0,39,0
41,Good,1,0,41,0,2,0,22,0
46,Good,2,0,39,0,6,0,46,0
33,Good,0,0,33,0,3,0,32,0
38,Good,1,0,28,0,1,0,38,0
66,Moderate,1,0,26,0,3,0,66,2
57,Moderate,1,0,27,0,1,0,57,2
65,Moderate,0,0,23,0,1,0,65,2
50,Good,0,0,31,0,1,0,50,0
32,Good,1,0,32,0,2,0,30,0
42,Good,1,0,29,0,1,0,42,0
42,Good,1,0,27,0,2,0,42,0
70,Moderate,1,0,37,0,1,0,70,2
245,Very Unhealthy,20,0,0,0,27,0,245,5
54,Moderate,1,0,18,0,0,0,54,2
32,Good,0,0,32,0,1,0,27,0
163,Unhealthy,1,0,63,1,0,0,163,3
170,Unhealthy,4,0,170,2,6,0,145,4
90,Moderate,1,0,21,0,1,0,90,2
43,Good,1,0,13,0,4,0,43,0
46,Good,1,0,46,0,0,0,23,0
45,Good,1,0,45,0,2,0,15,0
37,Good,0,0,28,0,1,0,37,0
60,Moderate,1,0,38,0,1,0,60,2
47,Good,0,0,29,0,3,0,47,0
24,Good,1,0,8,0,1,0,24,0
36,Good,1,0,16,0,3,0,36,0
34,Good,0,0,19,0,1,0,34,0
49,Good,2,0,16,0,14,0,49,0
43,Good,1,0,43,0,0,0,26,0
52,Moderate,1,0,25,0,0,0,52,2
167,Unhealthy,1,0,93,1,0,0,167,3
58,Moderate,1,0,23,0,0,0,58,2
98,Moderate,3,0,0,0,28,0,98,2
40,Good,1,0,13,0,2,0,40,0
42,Good,1,0,26,0,7,0,42,0
35,Good,0,0,35,0,0,0,5,0
58,Moderate,1,0,20,0,6,0,58,2
71,Moderate,1,0,24,0,0,0,71,2
51,Moderate,1,0,20,0,5,0,51,2
43,Good,1,0,23,0,0,0,43,0
32,Good,0,0,28,0,3,0,32,0
42,Good,1,0,42,0,0,0,34,0
56,Moderate,2,0,24,0,0,0,56,2
39,Good,1,0,2,0,3,0,39,0
106,Unhealthy for Sensitive Groups,1,0,25,0,0,0,106,4
80,Moderate,1,0,21,0,1,0,80,2
46,Good,1,0,37,0,1,0,46,0
66,Moderate,1,0,44,0,3,0,66,2
42,Good,1,0,42,0,0,0,22,0
69,Moderate,1,0,40,0,0,0,69,2
35,Good,1,0,35,0,0,0,27,0
47,Good,1,0,4,0,0,0,47,0
63,Moderate,2,0,2,0,4,0,63,2
198,Unhealthy,3,0,198,2,2,0,98,2
137,Unhealthy for Sensitive Groups,2,0,3,0,14,0,137,4
47,Good,1,0,33,0,0,0,47,0
47,Good,1,0,47,0,1,0,20,0
172,Unhealthy,0,0,29,0,0,0,172,3
21,Good,0,0,21,0,0,0,14,0
61,Moderate,1,0,41,0,5,0,61,2
125,Unhealthy for Sensitive Groups,4,0,3,0,13,0,125,4
158,Unhealthy,1,0,42,0,0,0,158,3
30,Good,0,0,30,0,1,0,12,0
37,Good,1,0,14,0,2,0,37,0
59,Moderate,1,0,24,0,1,0,59,2
178,Unhealthy,1,0,42,0,0,0,178,3
83,Moderate,0,0,30,0,0,0,83,2
69,Moderate,1,0,25,0,1,0,69,2
54,Moderate,1,0,24,0,9,0,54,2
174,Unhealthy,4,0,174,2,5,0,141,4
38,Good,1,0,19,0,0,0,38,0
46,Good,1,0,26,0,5,0,46,0
22,Good,0,0,22,0,0,0,8,0
193,Unhealthy,1,0,46,0,0,0,193,3
52,Moderate,1,0,26,0,3,0,52,2
81,Moderate,2,0,26,0,6,0,81,2
33,Good,1,0,33,0,2,0,26,0
40,Good,1,0,24,0,4,0,40,0
27,Good,0,0,27,0,2,0,22,0
40,Good,1,0,40,0,1,0,34,0
164,Unhealthy,1,0,66,1,0,0,164,3
231,Very Unhealthy,3,0,147,3,1,0,231,5
47,Good,0,0,32,0,1,0,47,0
79,Moderate,3,0,7,0,8,0,79,2
60,Moderate,1,0,33,0,4,0,60,2
35,Good,1,0,7,0,0,0,35,0
82,Moderate,2,0,18,0,8,0,82,2
81,Moderate,1,0,43,0,2,0,81,2
201,Very Unhealthy,5,0,201,4,5,0,159,3
63,Moderate,0,0,32,0,1,0,63,2
41,Good,0,0,15,0,0,0,41,0
64,Moderate,1,0,49,0,3,0,64,2
112,Unhealthy for Sensitive Groups,2,0,88,1,1,0,112,4
49,Good,1,0,49,0,1,0,20,0
151,Unhealthy,1,0,40,0,0,0,151,3
53,Moderate,1,0,11,0,13,0,53,2
78,Moderate,2,0,7,0,14,0,78,2
33,Good,0,0,33,0,0,0,20,0
75,Moderate,3,0,15,0,1,0,75,2
55,Moderate,2,0,28,0,12,0,55,2
64,Moderate,1,0,42,0,0,0,64,2
48,Good,1,0,48,0,1,0,35,0
78,Moderate,3,0,3,0,25,0,78,2
54,Moderate,1,0,40,0,0,0,54,2
65,Moderate,1,0,23,0,2,0,65,2
22,Good,0,0,22,0,0,0,7,0
112,Unhealthy for Sensitive Groups,2,0,18,0,7,0,112,4
67,Moderate,1,0,46,0,1,0,67,2
89,Moderate,2,0,26,0,7,0,89,2
74,Moderate,1,0,61,1,0,0,74,2
44,Good,1,0,8,0,0,0,44,0
78,Moderate,1,0,78,1,0,0,28,0
50,Good,1,0,47,0,0,0,50,0
59,Moderate,1,0,52,1,0,0,59,2
47,Good,1,0,47,0,1,0,47,0
23,Good,0,0,20,0,1,0,23,0
18,Good,0,0,16,0,0,0,18,0
32,Good,1,0,32,0,6,0,30,0
123,Unhealthy for Sensitive Groups,1,0,39,0,0,0,123,4
11,Good,0,0,11,0,0,0,7,0
41,Good,1,0,41,0,0,0,21,0
70,Moderate,1,0,34,0,0,0,70,2
46,Good,1,0,20,0,0,0,46,0
35,Good,1,0,35,0,0,0,24,0
175,Unhealthy,1,0,40,0,3,0,175,3
70,Moderate,1,0,45,0,5,0,70,2
53,Moderate,1,0,46,0,2,0,53,2
43,Good,1,0,43,0,0,0,26,0
34,Good,1,0,34,0,1,0,33,0
171,Unhealthy,5,0,12,0,13,0,171,3
179,Unhealthy,5,0,74,1,9,0,179,3
51,Moderate,1,0,38,0,1,0,51,2
69,Moderate,1,0,52,1,0,0,69,2
51,Moderate,1,0,32,0,1,0,51,2
57,Moderate,1,0,44,0,0,0,57,2
51,Moderate,1,0,24,0,6,0,51,2
42,Good,1,0,21,0,2,0,42,0
54,Moderate,1,0,25,0,0,0,54,2
69,Moderate,1,0,46,0,0,0,69,2
170,Unhealthy,4,0,138,3,3,0,170,3
71,Moderate,1,0,71,1,0,0,68,2
82,Moderate,2,0,82,1,2,0,34,0
87,Moderate,2,0,23,0,22,0,87,2
49,Good,1,0,49,0,0,0,41,0
189,Unhealthy,7,0,29,0,25,0,189,3
57,Moderate,1,0,25,0,2,0,57,2
60,Moderate,1,0,18,0,0,0,60,2
112,Unhealthy for Sensitive Groups,3,0,20,0,24,0,112,4
65,Moderate,1,0,26,0,0,0,65,2
106,Unhealthy for Sensitive Groups,1,0,48,0,0,0,106,4
52,Moderate,1,0,16,0,2,0,52,2
90,Moderate,1,0,34,0,0,0,90,2
150,Unhealthy,2,0,25,0,8,0,150,3
39,Good,0,0,39,0,0,0,38,0
77,Moderate,1,0,28,0,0,0,77,2
44,Good,0,0,22,0,0,0,44,0
19,Good,0,0,19,0,0,0,8,0
27,Good,1,0,27,0,0,0,21,0
30,Good,0,0,19,0,0,0,30,0
29,Good,0,0,29,0,0,0,28,0
17,Good,0,0,17,0,0,0,14,0
186,Unhealthy,5,0,42,0,13,0,186,3
37,Good,1,0,36,0,0,0,37,0
157,Unhealthy,1,0,31,0,3,0,157,3
90,Moderate,2,0,18,0,21,0,90,2
61,Moderate,1,0,60,1,0,0,61,2
55,Moderate,1,0,43,0,1,0,55,2
98,Moderate,2,0,30,0,2,0,98,2
44,Good,0,0,26,0,1,0,44,0
63,Moderate,1,0,63,1,0,0,29,0
72,Moderate,1,0,45,0,1,0,72,2
62,Moderate,1,0,49,0,0,0,62,2
70,Moderate,1,0,46,0,1,0,70,2
119,Unhealthy for Sensitive Groups,3,0,5,0,4,0,119,4
77,Moderate,1,0,77,1,1,0,59,2
156,Unhealthy,1,0,19,0,0,0,156,3
40,Good,1,0,35,0,2,0,40,0
40,Good,1,0,38,0,0,0,40,0
74,Moderate,3,0,69,1,4,0,74,2
86,Moderate,2,0,40,0,1,0,86,2
114,Unhealthy for Sensitive Groups,1,0,25,0,2,0,114,4
74,Moderate,1,0,74,1,1,0,24,0
208,Very Unhealthy,13,0,3,0,24,0,208,5
165,Unhealthy,4,0,57,1,6,0,165,3
153,Unhealthy,2,0,27,0,6,0,153,3
26,Good,1,0,22,0,1,0,26,0
43,Good,1,0,36,0,0,0,43,0
69,Moderate,1,0,16,0,0,0,69,2
46,Good,1,0,44,0,0,0,46,0
168,Unhealthy,4,0,65,1,6,0,168,3
88,Moderate,2,0,13,0,5,0,88,2
117,Unhealthy for Sensitive Groups,0,0,29,0,0,0,117,4
69,Moderate,1,0,36,0,0,0,69,2
167,Unhealthy,4,0,59,1,7,0,167,3
102,Unhealthy for Sensitive Groups,3,0,24,0,21,0,102,4
58,Moderate,1,0,27,0,0,0,58,2
76,Moderate,1,0,76,1,0,0,56,2
68,Moderate,2,0,35,0,5,0,68,2
53,Moderate,1,0,45,0,0,0,53,2
47,Good,1,0,47,0,0,0,21,0
147,Unhealthy for Sensitive Groups,1,0,32,0,2,0,147,4
121,Unhealthy for Sensitive Groups,3,0,8,0,8,0,121,4
58,Moderate,1,0,47,0,5,0,58,2
42,Good,1,0,42,0,0,0,31,0
68,Moderate,1,0,64,1,0,0,68,2
47,Good,1,0,32,0,0,0,47,0
86,Moderate,2,0,32,0,2,0,86,2
27,Good,0,0,17,0,0,0,27,0
51,Moderate,1,0,18,0,1,0,51,2
14,Good,1,0,13,0,0,0,14,0
40,Good,1,0,40,0,0,0,16,0
44,Good,1,0,44,0,1,0,44,0
158,Unhealthy,4,0,48,0,7,0,158,3
57,Moderate,1,0,14,0,0,0,57,2
63,Moderate,1,0,63,1,0,0,43,0
71,Moderate,2,0,17,0,3,0,71,2
44,Good,1,0,39,0,0,0,44,0
151,Unhealthy,2,0,38,0,2,0,151,3
51,Moderate,1,0,43,0,0,0,51,2
42,Good,1,0,29,0,0,0,42,0
55,Moderate,1,0,39,0,3,0,55,2
51,Moderate,1,0,41,0,3,0,51,2
38,Good,1,0,38,0,0,0,33,0
64,Moderate,1,0,54,1,0,0,64,2
113,Unhealthy for Sensitive Groups,2,0,24,0,6,0,113,4
151,Unhealthy,2,0,40,0,2,0,151,3
52,Moderate,1,0,38,0,2,0,52,2
54,Moderate,1,0,44,0,1,0,54,2
81,Moderate,1,0,47,0,0,0,81,2
45,Good,1,0,14,0,0,0,45,0
65,Moderate,1,0,53,1,0,0,65,2
41,Good,1,0,29,0,3,0,41,0
23,Good,1,0,23,0,0,0,18,0
132,Unhealthy for Sensitive Groups,4,0,29,0,6,0,132,4
51,Moderate,1,0,51,1,1,0,51,2
22,Good,0,0,19,0,0,0,22,0
154,Unhealthy,1,0,60,1,1,0,154,3
47,Good,1,0,42,0,0,0,47,0
73,Moderate,1,0,73,1,0,0,42,0
156,Unhealthy,3,0,40,0,4,0,156,3
54,Moderate,1,0,24,0,0,0,54,2
38,Good,1,0,38,0,0,0,11,0
49,Good,1,0,39,0,1,0,49,0
49,Good,1,0,41,0,2,0,49,0
77,Moderate,1,0,14,0,0,0,77,2
89,Moderate,3,0,8,0,8,0,89,2
107,Unhealthy for Sensitive Groups,1,0,24,0,2,0,107,4
35,Good,1,0,35,0,0,0,25,0
76,Moderate,2,0,17,0,4,0,76,2
53,Moderate,1,0,53,1,0,0,52,2
90,Moderate,3,0,18,0,4,0,90,2
38,Good,1,0,38,0,0,0,19,0
67,Moderate,1,0,42,0,0,0,67,2
60,Moderate,1,0,34,0,1,0,60,2
44,Good,1,0,37,0,0,0,44,0
30,Good,1,0,30,0,3,0,28,0
41,Good,1,0,30,0,5,0,41,0
74,Moderate,2,0,12,0,11,0,74,2
67,Moderate,1,0,29,0,2,0,67,2
65,Moderate,1,0,18,0,12,0,65,2
126,Unhealthy for Sensitive Groups,2,0,33,0,5,0,126,4
69,Moderate,1,0,42,0,0,0,69,2
35,Good,0,0,34,0,1,0,35,0
59,Moderate,0,0,45,0,0,0,59,2
58,Moderate,1,0,38,0,0,0,58,2
61,Moderate,1,0,31,0,1,0,61,2
72,Moderate,1,0,38,0,2,0,72,2
23,Good,0,0,23,0,0,0,22,0
56,Moderate,2,0,32,0,7,0,56,2
26,Good,1,0,26,0,0,0,21,0
49,Good,1,0,49,0,0,0,5,0
82,Moderate,1,0,45,0,0,0,82,2
72,Moderate,2,0,58,1,1,0,72,2
63,Moderate,1,0,37,0,1,0,63,2
42,Good,1,0,42,0,0,0,33,0
61,Moderate,1,0,38,0,2,0,61,2
80,Moderate,3,0,32,0,7,0,80,2
40,Good,1,0,38,0,2,0,40,0
44,Good,1,0,30,0,5,0,44,0
24,Good,0,0,24,0,2,0,17,0
70,Moderate,2,0,25,0,10,0,70,2
59,Moderate,1,0,38,0,2,0,59,2
65,Moderate,2,0,21,0,12,0,65,2
73,Moderate,2,0,19,0,19,0,73,2
22,Good,0,0,22,0,1,0,21,0
88,Moderate,2,0,6,0,28,0,88,2
41,Good,1,0,30,0,4,0,41,0
185,Unhealthy,4,0,61,1,11,0,185,3
176,Unhealthy,5,0,34,0,23,0,176,3
26,Good,0,0,14,0,0,0,26,0
157,Unhealthy,3,0,134,3,1,0,157,3
77,Moderate,1,0,19,0,3,0,77,2
138,Unhealthy for Sensitive Groups,1,0,52,1,0,0,138,4
64,Moderate,1,0,26,0,4,0,64,2
46,Good,1,0,21,0,0,0,46,0
41,Good,0,0,32,0,2,0,41,0
89,Moderate,1,0,15,0,0,0,89,2
184,Unhealthy,3,0,147,3,5,0,184,3
59,Moderate,1,0,27,0,3,0,59,2
62,Moderate,2,0,42,0,1,0,62,2
23,Good,0,0,23,0,0,0,21,0
53,Moderate,1,0,34,0,8,0,53,2
163,Unhealthy,2,0,87,1,1,0,163,3
76,Moderate,2,0,18,0,7,0,76,2
51,Moderate,2,0,0,0,2,0,51,2
79,Moderate,1,0,26,0,3,0,79,2
33,Good,0,0,32,0,0,0,33,0
34,Good,0,0,34,0,1,0,34,0
47,Good,1,0,28,0,5,0,47,0
27,Good,1,0,16,0,1,0,27,0
39,Good,1,0,39,0,0,0,25,0
162,Unhealthy,5,0,0,0,15,0,162,3
71,Moderate,1,0,23,0,5,0,71,2
29,Good,0,0,23,0,1,0,29,0
26,Good,1,0,26,0,5,0,23,0
45,Good,1,0,45,0,4,0,32,0
69,Moderate,1,0,35,0,2,0,69,2
126,Unhealthy for Sensitive Groups,2,0,126,3,2,0,89,2
55,Moderate,1,0,29,0,3,0,55,2
44,Good,1,0,44,0,2,0,43,0
30,Good,1,0,30,0,2,0,27,0
65,Moderate,2,0,19,0,1,0,65,2
42,Good,0,0,27,0,0,0,42,0
40,Good,1,0,25,0,3,0,40,0
40,Good,1,0,19,0,6,0,40,0
68,Moderate,1,0,47,0,2,0,68,2
128,Unhealthy for Sensitive Groups,1,0,71,1,0,0,128,4
500,Hazardous,1,0,62,1,1,0,433,1
53,Moderate,0,0,22,0,0,0,53,2
34,Good,0,0,28,0,3,0,34,0
48,Good,1,0,26,0,5,0,48,0
68,Moderate,1,0,46,0,0,0,68,2
167,Unhealthy,1,0,43,0,0,0,167,3
52,Moderate,1,0,30,0,2,0,52,2
33,Good,0,0,33,0,1,0,27,0
25,Good,1,0,17,0,0,0,25,0
55,Moderate,1,0,20,0,0,0,55,2
61,Moderate,1,0,6,0,5,0,61,2
196,Unhealthy,1,0,43,0,0,0,196,3
29,Good,0,0,20,0,0,0,29,0
61,Moderate,0,0,30,0,0,0,61,2
140,Unhealthy for Sensitive Groups,0,0,34,0,0,0,140,4
31,Good,1,0,31,0,0,0,9,0
22,Good,0,0,22,0,3,0,9,0
80,Moderate,1,0,80,1,0,0,60,2
307,Hazardous,4,0,199,2,4,0,307,1
38,Good,1,0,38,0,0,0,28,0
196,Unhealthy,4,0,196,2,3,0,191,3
59,Moderate,0,0,28,0,0,0,59,2
170,Unhealthy,2,0,35,0,3,0,170,3
39,Good,1,0,39,0,0,0,25,0
46,Good,1,0,24,0,3,0,46,0
53,Moderate,1,0,25,0,13,0,53,2
77,Moderate,2,0,5,0,22,0,77,2
457,Hazardous,1,0,67,1,1,0,370,1
204,Very Unhealthy,4,0,173,2,2,0,204,5
108,Unhealthy for Sensitive Groups,3,0,90,1,1,0,108,4
64,Moderate,1,0,41,0,3,0,64,2
48,Good,1,0,48,0,1,0,35,0
29,Good,0,0,29,0,0,0,12,0
54,Moderate,1,0,31,0,6,0,54,2
39,Good,1,0,26,0,3,0,39,0
29,Good,0,0,29,0,0,0,22,0
92,Moderate,3,0,5,0,30,0,92,2
159,Unhealthy,3,0,159,2,2,0,88,2
155,Unhealthy,4,0,89,1,9,0,155,3
64,Moderate,1,0,20,0,0,0,64,2
34,Good,0,0,34,0,0,0,30,0
51,Moderate,1,0,13,0,10,0,51,2
22,Good,1,0,19,0,3,0,22,0
164,Unhealthy,8,0,7,0,11,0,164,3
22,Good,0,0,22,0,0,0,17,0
50,Good,1,0,12,0,0,0,50,0
62,Moderate,2,0,39,0,1,0,62,2
28,Good,1,0,16,0,4,0,28,0
127,Unhealthy for Sensitive Groups,3,0,6,0,11,0,127,4
112,Unhealthy for Sensitive Groups,1,0,23,0,0,0,112,4
64,Moderate,2,0,40,0,0,0,64,2
172,Unhealthy,1,0,36,0,0,0,172,3
30,Good,0,0,30,0,1,0,24,0
212,Very Unhealthy,4,0,172,2,2,0,212,5
152,Unhealthy,1,0,38,0,0,0,152,3
35,Good,1,0,30,0,0,0,35,0
35,Good,1,0,35,0,0,0,18,0
45,Good,2,0,11,0,1,0,45,0
51,Moderate,1,0,33,0,1,0,51,2
123,Unhealthy for Sensitive Groups,2,0,60,1,0,0,123,4
152,Unhealthy,1,0,14,0,0,0,152,3
43,Good,1,0,32,0,0,0,43,0
27,Good,1,0,24,0,3,0,27,0
59,Moderate,0,0,23,0,0,0,59,2
48,Good,1,0,28,0,3,0,48,0
32,Good,1,0,23,0,3,0,32,0
41,Good,1,0,26,0,0,0,41,0
58,Moderate,1,0,35,0,2,0,58,2
201,Very Unhealthy,2,0,116,3,1,0,201,5
373,Hazardous,1,0,33,0,0,0,311,1
39,Good,1,0,39,0,0,0,21,0
181,Unhealthy,1,0,71,1,1,0,181,3
216,Very Unhealthy,5,0,54,1,7,0,216,5
156,Unhealthy,1,0,39,0,0,0,156,3
45,Good,1,0,45,0,0,0,17,0
55,Moderate,1,0,36,0,4,0,55,2
49,Good,1,0,30,0,8,0,49,0
86,Moderate,0,0,23,0,0,0,86,2
32,Good,1,0,31,0,1,0,32,0
30,Good,0,0,14,0,0,0,30,0
41,Good,1,0,24,0,3,0,41,0
134,Unhealthy for Sensitive Groups,1,0,29,0,2,0,134,4
74,Moderate,0,0,26,0,0,0,74,2
196,Unhealthy,2,0,70,1,2,0,196,3
34,Good,1,0,34,0,1,0,27,0
14,Good,0,0,14,0,0,0,11,0
64,Moderate,1,0,38,0,1,0,64,2
81,Moderate,1,0,38,0,3,0,81,2
66,Moderate,1,0,43,0,0,0,66,2
41,Good,1,0,29,0,2,0,41,0
22,Good,1,0,12,0,1,0,22,0
62,Moderate,2,0,32,0,9,0,62,2
49,Good,1,0,17,0,8,0,49,0
47,Good,1,0,4,0,3,0,47,0
55,Moderate,1,0,32,0,1,0,55,2
59,Moderate,0,0,37,0,0,0,59,2
70,Moderate,1,0,16,0,1,0,70,2
50,Good,1,0,20,0,12,0,50,0
33,Good,1,0,27,0,2,0,33,0
195,Unhealthy,10,0,25,0,10,0,195,3
56,Moderate,1,0,26,0,5,0,56,2
58,Moderate,1,0,34,0,0,0,58,2
42,Good,1,0,42,0,0,0,42,0
52,Moderate,1,0,36,0,2,0,52,2
55,Moderate,2,0,29,0,0,0,55,2
159,Unhealthy,1,0,48,0,0,0,159,3
74,Moderate,2,0,33,0,7,0,74,2
158,Unhealthy,3,0,120,3,1,0,158,3
89,Moderate,2,0,11,0,30,0,89,2
61,Moderate,1,0,44,0,0,0,61,2
35,Good,0,0,25,0,0,0,35,0
30,Good,1,0,30,0,2,0,24,0
71,Moderate,2,0,27,0,6,0,71,2
58,Moderate,2,0,22,0,12,0,58,2
66,Moderate,2,0,9,0,11,0,66,2
55,Moderate,1,0,28,0,4,0,55,2
26,Good,1,0,26,0,5,0,26,0
79,Moderate,2,0,17,0,8,0,79,2
31,Good,1,0,31,0,1,0,23,0
57,Moderate,0,0,21,0,0,0,57,2
89,Moderate,1,0,43,0,2,0,89,2
39,Good,1,0,39,0,0,0,27,0
28,Good,1,0,28,0,1,0,26,0
33,Good,1,0,33,0,0,0,32,0
55,Moderate,1,0,38,0,0,0,55,2
45,Good,1,0,24,0,2,0,45,0
85,Moderate,2,0,14,0,9,0,85,2
166,Unhealthy,2,0,103,3,0,0,166,3
40,Good,1,0,33,0,2,0,40,0
53,Moderate,1,0,22,0,0,0,53,2
67,Moderate,2,0,10,0,6,0,67,2
29,Good,0,0,18,0,0,0,29,0
72,Moderate,2,0,28,0,13,0,72,2
99,Moderate,3,0,25,0,1,0,99,2
52,Moderate,1,0,47,0,2,0,52,2
81,Moderate,1,0,45,0,0,0,81,2
67,Moderate,1,0,20,0,0,0,67,2
55,Moderate,1,0,49,0,2,0,55,2
166,Unhealthy,4,0,162,2,1,0,166,3
32,Good,1,0,32,0,0,0,17,0
40,Good,1,0,22,0,0,0,40,0
66,Moderate,1,0,17,0,1,0,66,2
77,Moderate,3,0,36,0,16,0,77,2
156,Unhealthy,2,0,9,0,10,0,156,3
87,Moderate,3,0,5,0,9,0,87,2
74,Moderate,2,0,8,0,5,0,74,2
55,Moderate,1,0,11,0,7,0,55,2
60,Moderate,1,0,37,0,3,0,60,2
42,Good,1,0,24,0,0,0,42,0
76,Moderate,2,0,6,0,6,0,76,2
24,Good,1,0,5,0,0,0,24,0
38,Good,1,0,14,0,6,0,38,0
61,Moderate,1,0,5,0,4,0,61,2
32,Good,0,0,10,0,1,0,32,0
89,Moderate,1,0,42,0,2,0,89,2
110,Unhealthy for Sensitive Groups,2,0,34,0,6,0,110,4
48,Good,1,0,25,0,1,0,48,0
61,Moderate,2,0,12,0,2,0,61,2
120,Unhealthy for Sensitive Groups,0,0,20,0,0,0,120,4
87,Moderate,1,0,59,1,0,0,87,2
79,Moderate,1,0,35,0,2,0,79,2
41,Good,1,0,41,0,0,0,13,0
54,Moderate,0,0,30,0,0,0,54,2
84,Moderate,4,0,16,0,4,0,84,2
84,Moderate,0,0,37,0,0,0,84,2
49,Good,1,0,38,0,4,0,49,0
90,Moderate,4,0,32,0,2,0,90,2
25,Good,0,0,25,0,0,0,19,0
29,Good,0,0,19,0,0,0,29,0
59,Moderate,3,0,14,0,2,0,59,2
104,Unhealthy for Sensitive Groups,1,0,27,0,3,0,104,4
28,Good,0,0,22,0,0,0,28,0
22,Good,1,0,9,0,0,0,22,0
102,Unhealthy for Sensitive Groups,0,0,45,0,0,0,102,4
35,Good,1,0,35,0,0,0,19,0
68,Moderate,1,0,40,0,1,0,68,2
52,Moderate,0,0,28,0,0,0,52,2
79,Moderate,1,0,67,1,1,0,79,2
56,Moderate,1,0,48,0,2,0,56,2
59,Moderate,1,0,25,0,3,0,59,2
58,Moderate,1,0,21,0,4,0,58,2
27,Good,0,0,27,0,0,0,16,0
16,Good,0,0,16,0,0,0,16,0
47,Good,1,0,32,0,5,0,47,0
64,Moderate,2,0,32,0,7,0,64,2
56,Moderate,1,0,41,0,0,0,56,2
121,Unhealthy for Sensitive Groups,4,0,6,0,37,0,121,4
17,Good,1,0,17,0,0,0,12,0
233,Very Unhealthy,1,0,48,0,0,0,233,5
117,Unhealthy for Sensitive Groups,1,0,16,0,4,0,117,4
75,Moderate,1,0,25,0,0,0,75,2
150,Unhealthy,2,0,132,3,1,0,150,3
32,Good,1,0,25,0,5,0,32,0
76,Moderate,1,0,32,0,0,0,76,2
151,Unhealthy,2,0,22,0,11,0,151,3
42,Good,0,0,42,0,0,0,13,0
42,Good,1,0,16,0,10,0,42,0
39,Good,1,0,23,0,0,0,39,0
29,Good,1,0,5,0,2,0,29,0
172,Unhealthy,5,0,103,3,6,0,172,3
50,Good,0,0,23,0,1,0,50,0
77,Moderate,1,0,38,0,1,0,77,2
